age,gender,relationshipStatus,totalIncome,currencyAmount
35,Female,Married,46002.0,470.49999999999994
35,Female,Married,46670.0,320.24000000000007
35,Female,Married,46819.0,159.62000000000003
35,Female,Married,47101.0,194.02999999999994
35,Female,Married,48257.0,428.57000000000005
35,Female,Married,48948.0,299.7000000000001
35,Female,Married,50227.0,296.62999999999994
35,Female,Married,51404.0,303.75999999999993
35,Female,Married,51765.0,311.86999999999995
35,Female,Married,52910.0,233.70000000000002
35,Female,Married,53468.0,341.54999999999995
35,Female,Married,56919.0,329.73000000000013
35,Female,Married,56924.0,139.79000000000005
35,Female,Married,65050.0,185.31000000000003
35,Female,Married,68665.0,485.93
35,Female,Married,69396.0,329.1700000000001
35,Female,Married,72498.0,162.60999999999999
35,Female,Married,78025.0,330.1099999999998
35,Female,Married,78868.0,118.44999999999999
35,Female,Married,87523.0,172.86
35,Female,Married,90590.0,100.27000000000002
35,Female,Married,91032.0,133.32
35,Female,Married,91402.0,126.36000000000001
35,Female,Married,93386.0,194.26
35,Female,Married,99191.0,492.30999999999983
35,Female,Married,134042.0,280.8100000000001
35,Female,Single,15947.0,324.03
35,Female,Single,17462.0,291.91999999999996
35,Female,Single,52162.0,149.95999999999998
35,Male,Married,28264.0,325.9499999999998
35,Male,Married,31019.0,317.98
35,Male,Married,35872.0,201.59999999999997
35,Male,Married,36593.0,157.44
35,Male,Married,61187.0,263.46999999999997
35,Other,Married,28787.0,476.93
35,Other,Married,32962.0,327.09999999999997
35,Other,Married,42579.0,155.92999999999998
35,Other,Married,54139.0,179.27
35,Other,Married,56083.0,142.53
36,Female,Married,21131.0,349.5
36,Female,Married,25475.0,158.45999999999998
36,Female,Married,25560.0,354.18999999999994
36,Female,Married,28109.0,310.64
36,Female,Married,30470.0,347.96000000000015
36,Female,Married,32891.0,133.11
36,Female,Married,34390.0,299.1500000000001
36,Female,Married,34414.0,142.82999999999998
36,Female,Married,35207.0,337.88000000000005
36,Female,Married,36139.0,128.76
36,Female,Married,40205.0,439.98
36,Female,Married,45883.0,144.76
36,Female,Married,46645.0,160.65
36,Female,Married,49207.0,285.2400000000001
36,Female,Married,51906.0,472.95000000000005
36,Female,Married,53294.0,469.73
36,Female,Married,55545.0,270.94999999999993
36,Female,Married,56527.0,342.84000000000003
36,Female,Married,60939.0,263.89000000000004
36,Female,Married,61659.0,141.65999999999994
36,Female,Married,65312.0,125.04
36,Female,Married,66333.0,363.07
36,Female,Married,91721.0,265.23999999999995
36,Female,Married,110257.0,324.87000000000006
36,Female,Single,12734.0,328.46
36,Female,Single,25066.0,327.08000000000004
36,Male,Married,20743.0,512.64
36,Male,Married,22410.0,284.01000000000016
36,Male,Married,26475.0,146.33
36,Male,Married,32637.0,145.91
36,Male,Married,33616.0,330.4100000000001
36,Male,Married,35061.0,299.75999999999993
36,Male,Married,35276.0,333.86999999999995
36,Male,Married,40683.0,123.5
36,Male,Married,44803.0,471.79
36,Male,Married,56524.0,126.04000000000002
36,Male,Married,62468.0,447.46999999999986
36,Male,Married,69868.0,135.98
36,Male,Married,74916.0,202.25999999999996
36,Male,Married,104942.0,468.0199999999998
36,Male,Single,11622.0,350.8500000000001
36,Other,Married,39528.0,143.87000000000003
36,Other,Married,57975.0,282.04000000000013
36,Other,Married,65094.0,206.37000000000003
36,Other,Married,76054.0,325.4200000000001
36,Other,Married,87981.0,170.11000000000004
37,Female,Divorced,22324.0,508.40999999999997
37,Female,Married,17723.0,287.72
37,Female,Married,90913.0,293.8500000000001
37,Male,Married,17636.0,153.29999999999998
37,Male,Married,30717.0,132.4
37,Male,Married,31174.0,298.2300000000001
37,Male,Married,34967.0,154.35999999999999
37,Male,Married,35953.0,344.78000000000003
37,Male,Married,38907.0,359.73999999999984
37,Male,Married,39570.0,338.2400000000001
37,Male,Married,39949.0,154.91
37,Male,Married,41919.0,472.08
37,Male,Married,47141.0,157.17000000000004
37,Male,Married,52660.0,472.5500000000001
37,Male,Married,63981.0,270.42999999999995
37,Male,Married,68949.0,362.9000000000001
37,Male,Married,76079.0,273.5800000000001
37,Male,Single,15544.0,306.01
37,Male,Single,19468.0,322.64000000000004
37,Male,Single,22106.0,445.47
38,Female,Married,34451.0,221.08000000000004
38,Female,Married,38296.0,134.79
38,Female,Married,52242.0,321.80999999999995
38,Female,Married,66867.0,304.28999999999985
38,Male,Married,21928.0,352.4299999999999
38,Male,Married,33984.0,129.98000000000002
38,Male,Married,38096.0,107.68
38,Male,Married,52336.0,453.76000000000005
38,Male,Married,59104.0,179.57999999999996
38,Male,Married,73872.0,116.75999999999999
38,Male,Single,15914.0,279.1
38,Male,Single,27792.0,301.29
38,Male,Single,36144.0,353.5499999999999
38,Male,Single,50389.0,341.6700000000001
38,Other,Married,58852.0,110.58999999999999
39,Female,Divorced,44824.0,162.87
39,Female,Married,20723.0,116.17999999999998
39,Female,Married,62358.0,321.59999999999997
39,Female,Married,65320.0,142.38
39,Female,Married,94996.0,482.2900000000001
39,Male,Married,20956.0,288.51000000000005
39,Male,Married,26519.0,165.38
39,Male,Married,28742.0,174.23000000000005
39,Male,Married,38595.0,339.9200000000001
39,Male,Married,39628.0,462.0399999999999
39,Male,Married,41619.0,477.4099999999998
39,Male,Married,43992.0,288.41999999999996
39,Male,Married,48462.0,312.28000000000003
39,Male,Married,48608.0,297.1400000000001
39,Male,Married,82984.0,300.98999999999995
39,Male,Married,83731.0,162.49000000000007
39,Male,Married,89726.0,343.71
40,Female,Married,28393.0,275.7299999999999
40,Female,Married,29182.0,300.95000000000005
40,Female,Married,29963.0,348.39000000000004
40,Female,Married,53408.0,178.98
40,Female,Married,54022.0,314.80999999999995
40,Male,Married,31637.0,481.0299999999998
40,Male,Married,34738.0,294.12
40,Male,Married,37825.0,141.98999999999998
40,Male,Married,38400.0,128.85000000000002
40,Male,Married,52745.0,481.7
40,Male,Married,71419.0,115.33
40,Other,Married,31266.0,326.6700000000001
40,Other,Married,32052.0,171.42000000000002
40,Other,Married,60696.0,191.25
40,Other,Married,62474.0,287.59
41,Male,Married,29136.0,295.4499999999999
41,Male,Married,40307.3,472.54999999999984
41,Male,Married,118728.5,114.03
41,Other,Married,81794.0,152.73
42,Male,Married,36595.9,318.05999999999995
42,Male,Married,41816.5,303.6700000000001
42,Male,Married,92560.6,313.65999999999997
42,Male,Married,104083.1,169.81999999999996
42,Other,Married,51014.7,281.03
42,Other,Married,62021.3,316.25000000000006
43,Male,Married,12247.4,249.37999999999997
43,Male,Married,29620.8,337.6
43,Male,Married,33038.5,159.70999999999998
43,Male,Married,60355.9,347.0100000000001
43,Other,Married,38999.4,289.31
43,Other,Married,54285.0,180.51000000000005
44,Male,Married,40153.3,298.34
44,Male,Married,41218.1,326.98
44,Male,Married,64035.4,315.2300000000001
45,Male,Married,24308.9,367.4199999999999
45,Male,Married,32018.8,498.80999999999995
45,Male,Married,73510.8,152.38
45,Other,Married,54184.9,333.9899999999999
46,Male,Married,36720.2,267.96999999999997
46,Male,Married,37765.2,162.35999999999996
46,Male,Married,67903.0,128.92
47,Female,Married,20106.9,314.22999999999985
47,Female,Married,60020.4,160.93999999999997
47,Male,Married,67106.6,173.44
47,Other,Married,22767.8,319.92
47,Other,Married,25929.2,321.06000000000006
47,Other,Married,29011.4,490.50000000000017
48,Male,Married,21642.5,343.40999999999985
48,Male,Married,49523.1,161.79000000000005
48,Male,Married,60148.0,343.03000000000014
49,Female,Married,27742.0,150.67000000000004
49,Female,Married,132161.7,345.25000000000017
49,Male,Married,29108.2,491.6599999999999
49,Male,Married,31802.1,284.3399999999999
49,Male,Married,34458.6,145.39
49,Male,Married,38399.9,310.34999999999997
49,Male,Married,43068.3,341.19
49,Male,Married,47690.5,345.66
50,Female,Married,34499.3,514.9
50,Female,Married,56691.8,282.73
50,Male,Married,11982.3,367.11999999999995
50,Male,Married,18503.1,317.9699999999999
50,Male,Married,25973.2,302.5599999999999
50,Male,Married,30516.2,205.76999999999998
50,Male,Married,39952.0,416.1800000000001
50,Male,Married,40404.1,323.81999999999994
50,Male,Married,42083.8,142.16
50,Male,Married,106321.6,301.47
51,Female,Married,14631.45,154.64000000000001
51,Female,Married,16909.6,311.96000000000015
51,Female,Married,18344.8,388.74
51,Female,Married,19498.25,340.29999999999995
51,Female,Married,23830.3,274.87
51,Female,Married,25273.55,316.76999999999987
51,Female,Married,28529.2,441.48
51,Female,Married,29486.0,354.1599999999999
51,Female,Married,30963.75,511.5100000000001
51,Female,Married,34148.1,211.8500000000001
51,Female,Married,34393.05,168.60999999999999
51,Female,Married,36331.95,305.5399999999999
51,Female,Married,36878.6,198.35999999999999
51,Female,Married,37462.4,367.96000000000004
51,Female,Married,38366.3,135.60999999999999
51,Female,Married,40488.05,174.13999999999996
51,Female,Married,41149.3,378.3400000000001
51,Female,Married,43333.15,469.43999999999994
51,Female,Married,45296.2,353.0599999999999
51,Female,Married,45667.65,292.56
51,Female,Married,50187.15,288.3
51,Female,Married,50994.45,322.4
51,Female,Married,58660.35,279.79
51,Female,Married,61584.8,496.6700000000002
51,Female,Married,66494.15,313.58000000000004
51,Female,Married,73313.65,199.49000000000004
51,Female,Married,75709.1,155.19000000000003
51,Female,Married,87322.95,273.6700000000001
51,Female,Married,93764.1,110.21
51,Female,Married,96062.95,111.88999999999999
51,Male,Married,35609.75,335.5299999999999
51,Male,Married,53050.8,133.58000000000004
51,Male,Married,55256.3,131.26
51,Male,Married,61630.8,354.7400000000002
51,Male,Married,67064.8,458.14
51,Male,Married,75977.05,354.73
51,Male,Married,80925.5,190.94000000000003
51,Male,Married,94108.3,312.35999999999996
51,Other,Married,20768.0,293.54
51,Other,Married,70627.25,319.94000000000005
51,Other,Married,72151.0,189.54000000000002
52,Female,Married,13152.55,315.4
52,Female,Married,14018.5,323.27
52,Female,Married,14273.8,248.42000000000004
52,Female,Married,19223.4,160.23999999999998
52,Female,Married,24354.7,441.31000000000006
52,Female,Married,26500.6,181.23
52,Female,Married,26651.25,183.77000000000004
52,Female,Married,27916.25,387.53
52,Female,Married,30564.7,334.2300000000001
52,Female,Married,32241.4,156.14999999999995
52,Female,Married,32792.25,298.79999999999995
52,Female,Married,34978.4,153.31000000000003
52,Female,Married,39123.0,305.89000000000004
52,Female,Married,39857.85,510.70000000000016
52,Female,Married,40228.15,440.43000000000006
52,Female,Married,40546.7,261.58000000000004
52,Female,Married,40797.4,398.53000000000003
52,Female,Married,40995.2,322.0400000000001
52,Female,Married,43593.05,384.59999999999997
52,Female,Married,45320.35,368.88000000000017
52,Female,Married,46491.05,167.49
52,Female,Married,47230.5,344.86
52,Female,Married,47618.05,492.93
52,Female,Married,53216.25,160.98
52,Female,Married,53734.9,477.3100000000001
52,Female,Married,54749.2,125.50999999999998
52,Female,Married,55086.15,127.76999999999998
52,Female,Married,57082.55,161.11
52,Female,Married,57345.9,457.03000000000003
52,Female,Married,60487.7,290.84000000000003
52,Female,Married,61955.1,179.40999999999997
52,Female,Married,64368.95,192.95
52,Female,Married,66840.3,303.19000000000005
52,Female,Married,77929.75,186.13000000000002
52,Female,Married,102958.35,299.54
52,Female,Married,110486.25,176.4
52,Female,Married,130531.9,290.4600000000001
52,Female,Married,173923.7,144.32
52,Male,Married,15667.6,271.77
52,Male,Married,20102.0,299.42
52,Male,Married,23622.15,204.88000000000002
52,Male,Married,35355.6,429.9100000000001
52,Male,Married,35700.6,501.4700000000001
52,Male,Married,37004.7,358.13000000000005
52,Male,Married,39748.6,171.00000000000003
52,Male,Married,40244.25,309.1
52,Male,Married,40273.0,269.4199999999999
52,Male,Married,40557.05,497.44000000000005
52,Male,Married,42446.5,322.19999999999993
52,Male,Married,44103.65,483.4599999999999
52,Male,Married,50345.85,496.0199999999999
52,Male,Married,189150.85,348.3500000000001
52,Other,Married,23113.85,361.27999999999975
52,Other,Married,28127.85,450.09999999999997
52,Other,Married,34803.6,329.3500000000001
52,Other,Married,36290.55,304.19
52,Other,Married,70930.85,514.9799999999999
52,Other,Married,79086.65,301.5300000000001
52,Other,Married,135673.55,267.36
53,Female,Married,15513.5,251.85000000000008
53,Female,Married,18513.85,336.7399999999999
53,Female,Married,19495.95,344.45000000000005
53,Female,Married,25662.25,294.41999999999996
53,Female,Married,27695.45,171.73
53,Female,Married,28845.45,506.50999999999993
53,Female,Married,29541.2,306.7299999999999
53,Female,Married,30351.95,284.83
53,Female,Married,31253.55,328.4100000000001
53,Female,Married,32477.15,319.86999999999995
53,Female,Married,35045.1,210.91000000000005
53,Female,Married,35086.5,503.98999999999995
53,Female,Married,35255.55,326.8
53,Female,Married,36111.15,351.9200000000001
53,Female,Married,36947.2,305.77000000000004
53,Female,Married,37502.65,160.42999999999998
53,Female,Married,37755.65,222.43
53,Female,Married,38482.45,322.8200000000001
53,Female,Married,39141.4,462.25999999999993
53,Female,Married,42433.85,318.38
53,Female,Married,45121.4,319.73999999999995
53,Female,Married,45473.3,336.56
53,Female,Married,46775.1,304.25999999999993
53,Female,Married,48852.0,463.86
53,Female,Married,51874.2,329.8
53,Female,Married,56148.75,314.79999999999995
53,Female,Married,58012.9,361.1600000000002
53,Female,Married,61985.0,323.5899999999999
53,Female,Married,64035.45,312.94999999999993
53,Female,Married,72306.25,153.83
53,Female,Married,72954.85,229.8
53,Female,Married,80489.65,120.45999999999998
53,Female,Married,93453.6,159.22999999999996
53,Male,Married,19285.5,322.05000000000007
53,Male,Married,21569.4,300.37
53,Male,Married,25866.95,489.1299999999998
53,Male,Married,28235.95,191.06999999999994
53,Male,Married,30075.95,395.89000000000016
53,Male,Married,30801.6,463.6500000000001
53,Male,Married,32304.65,297.51
53,Male,Married,36014.55,378.99999999999983
53,Male,Married,36051.35,150.36
53,Male,Married,40539.8,172.95999999999998
53,Male,Married,40762.9,307.34
53,Male,Married,41610.45,333.49999999999994
53,Male,Married,48199.95,179.71
53,Male,Married,50516.05,524.8199999999999
53,Male,Married,62971.7,144.17000000000002
53,Male,Married,66330.85,198.56999999999994
53,Male,Married,66971.4,307.6600000000001
53,Male,Married,71957.8,333.39
53,Male,Married,80275.75,178.53000000000003
53,Male,Married,95798.45,331.7199999999999
53,Male,Married,142665.55,356.36
53,Other,Married,28318.75,293.44000000000005
53,Other,Married,32302.35,328.8
53,Other,Married,36509.05,335.68000000000006
53,Other,Married,38073.05,148.57999999999993
53,Other,Married,44776.4,149.62000000000003
53,Other,Married,44973.05,162.01999999999998
53,Other,Married,59415.9,117.58000000000001
54,Female,Married,9465.65,291.61999999999995
54,Female,Married,14652.15,301.32000000000005
54,Female,Married,25302.3,316.4200000000001
54,Female,Married,25520.8,481.78999999999985
54,Female,Married,28447.55,181.82
54,Female,Married,29396.3,317.3299999999999
54,Female,Married,30401.4,485.40000000000015
54,Female,Married,31722.75,336.26000000000005
54,Female,Married,33892.8,318.31000000000006
54,Female,Married,35820.2,344.2800000000001
54,Female,Married,36065.15,302.3999999999999
54,Female,Married,37035.75,117.04999999999998
54,Female,Married,40278.75,186.61999999999998
54,Female,Married,40651.35,286.59000000000003
54,Female,Married,41359.75,439.7199999999999
54,Female,Married,43769.0,267.80999999999995
54,Female,Married,46631.35,487.7000000000002
54,Female,Married,48203.4,304.07
54,Female,Married,56445.45,159.58999999999997
54,Female,Married,65600.6,150.88
54,Female,Married,71918.7,339.17
54,Female,Married,84516.95,220.11999999999998
54,Male,Married,16992.4,185.86999999999998
54,Male,Married,28750.0,426.77999999999986
54,Male,Married,29558.45,134.98000000000005
54,Male,Married,29808.0,359.73999999999995
54,Male,Married,31633.05,342.40000000000003
54,Male,Married,32512.8,322.6899999999999
54,Male,Married,33455.8,489.3000000000001
54,Male,Married,37240.45,163.26999999999998
54,Male,Married,38269.7,159.83999999999995
54,Male,Married,48095.3,512.4999999999999
54,Male,Married,51224.45,133.82000000000002
54,Male,Married,51984.6,444.83000000000004
54,Male,Married,67319.85,299.87999999999994
54,Male,Married,85361.05,157.53000000000003
54,Male,Married,92602.6,280.52
54,Other,Married,25398.9,457.5199999999999
54,Other,Married,33371.85,343.46999999999986
54,Other,Married,35038.2,127.04999999999998
54,Other,Married,37946.55,470.51999999999987
54,Other,Married,71258.6,170.27999999999994
54,Other,Married,79428.2,259.79999999999995
55,Female,Married,14797.05,143.89
55,Female,Married,16808.4,314.68
55,Female,Married,18808.25,338.69999999999976
55,Female,Married,19909.95,159.60999999999999
55,Female,Married,23300.15,278.0800000000001
55,Female,Married,23573.85,344.75999999999993
55,Female,Married,25163.15,480.28999999999996
55,Female,Married,26232.65,285.35
55,Female,Married,26843.3,152.62
55,Female,Married,27778.25,110.68999999999998
55,Female,Married,28469.4,167.51000000000005
55,Female,Married,29228.4,161.95
55,Female,Married,30502.6,140.84
55,Female,Married,30541.7,345.64000000000004
55,Female,Married,33315.5,473.85999999999984
55,Female,Married,33343.1,123.16000000000001
55,Female,Married,33460.4,313.3999999999999
55,Female,Married,34020.45,136.64
55,Female,Married,35337.2,472.7699999999998
55,Female,Married,35674.15,107.60000000000002
55,Female,Married,35771.9,461.74999999999994
55,Female,Married,36231.9,267.61
55,Female,Married,37067.95,148.18999999999997
55,Female,Married,39929.15,470.83000000000015
55,Female,Married,40661.7,178.56000000000003
55,Female,Married,41840.45,149.16000000000003
55,Female,Married,42171.65,309.78
55,Female,Married,42730.55,284.67999999999995
55,Female,Married,43938.05,359.0300000000001
55,Female,Married,44717.75,281.33
55,Female,Married,46911.95,330.1
55,Female,Married,51763.8,119.05999999999997
55,Female,Married,54434.1,104.80000000000001
55,Female,Married,57333.25,299.12000000000006
55,Female,Married,60120.85,463.64000000000016
55,Female,Married,62263.3,165.77000000000007
55,Female,Married,70892.9,319.88000000000005
55,Female,Married,71600.15,289.0600000000001
55,Female,Married,71873.85,199.28
55,Female,Married,79245.35,180.15000000000003
55,Female,Married,101841.7,169.90000000000006
55,Female,Married,103574.75,157.89
55,Female,Married,109313.25,299.78
55,Female,Married,115234.6,157.09
55,Male,Married,11578.2,299.03999999999996
55,Male,Married,16678.45,320.2100000000001
55,Male,Married,23650.9,157.70000000000002
55,Male,Married,24714.65,159.46999999999994
55,Male,Married,30901.65,161.95000000000002
55,Male,Married,32248.3,334.51000000000005
55,Male,Married,34746.1,165.70000000000002
55,Male,Married,37017.35,140.54
55,Male,Married,37086.35,143.10999999999999
55,Male,Married,38773.4,369.9000000000001
55,Male,Married,38979.25,336.3599999999998
55,Male,Married,41961.2,138.60999999999996
55,Male,Married,45115.65,465.4700000000001
55,Male,Married,48573.7,312.21999999999997
55,Male,Married,48669.15,523.39
55,Male,Married,57514.95,486.3400000000001
55,Male,Married,72331.55,201.25000000000003
55,Male,Married,73057.2,227.06000000000003
55,Male,Married,75402.05,314.92999999999995
55,Male,Married,107825.15,310.7299999999998
55,Male,Married,108312.75,200.96999999999997
55,Male,Married,119099.75,155.63
55,Other,Married,17230.45,271.59999999999997
55,Other,Married,27556.3,317.7699999999999
55,Other,Married,33094.7,321.65999999999997
55,Other,Married,34316.0,516.3499999999998
55,Other,Married,35202.65,296.70000000000016
55,Other,Married,35459.1,197.69000000000003
55,Other,Married,36123.8,456.67
55,Other,Married,75274.4,135.62
55,Other,Married,116028.1,181.52
56,Female,Married,12273.95,284.25999999999993
56,Female,Married,14082.9,480.2100000000001
56,Female,Married,19715.6,162.41000000000003
56,Female,Married,24831.95,319.12
56,Female,Married,28437.2,317.94000000000005
56,Female,Married,31102.9,416.71
56,Female,Married,31122.45,312.97000000000014
56,Female,Married,33370.7,165.83999999999995
56,Female,Married,34938.15,326.22
56,Female,Married,35111.8,319.37
56,Female,Married,35176.2,145.67000000000002
56,Female,Married,40599.6,127.74000000000001
56,Female,Married,40942.3,449.1099999999999
56,Female,Married,41263.15,155.31000000000003
56,Female,Married,43230.8,151.74
56,Female,Married,45457.2,168.24
56,Female,Married,48183.85,146.78
56,Female,Married,52081.2,456.4699999999999
56,Female,Married,53613.0,481.4800000000001
56,Female,Married,54622.7,143.78
56,Female,Married,61684.85,222.68000000000006
56,Female,Married,75571.1,152.57999999999998
56,Female,Married,81184.25,163.23000000000002
56,Female,Married,86305.2,167.7
56,Female,Married,97041.6,319.75000000000006
56,Female,Married,97386.6,305.44999999999993
56,Male,Married,19812.2,126.28999999999999
56,Male,Married,26823.75,311.82
56,Male,Married,29622.85,173.41999999999996
56,Male,Married,29741.3,115.56000000000003
56,Male,Married,32223.0,165.37
56,Male,Married,33026.85,248.27
56,Male,Married,33951.45,334.27
56,Male,Married,36258.35,362.84000000000003
56,Male,Married,37426.75,315.44000000000017
56,Male,Married,38791.8,278.3400000000001
56,Male,Married,47539.85,453.05999999999983
56,Male,Married,47727.3,295.90000000000003
56,Male,Married,56655.9,320.7700000000001
56,Male,Married,58646.55,332.52000000000004
56,Male,Married,65067.0,173.01999999999998
56,Male,Married,67217.5,145.34000000000003
56,Male,Married,69464.6,319.49
56,Male,Married,94478.25,165.35000000000002
56,Male,Married,123393.85,308.0100000000002
56,Other,Married,34298.75,311.4
56,Other,Married,36642.45,124.08000000000001
56,Other,Married,36919.6,325.29999999999984
56,Other,Married,44584.35,329.9400000000001
57,Male,Married,12984.65,292.14
57,Male,Married,16604.85,354.3299999999999
57,Male,Married,19688.0,331.71
57,Male,Married,22638.9,458.71999999999997
57,Male,Married,26584.55,290.82
57,Male,Married,30983.3,321.4
57,Male,Married,34060.7,157.98000000000005
57,Male,Married,34869.15,433.0099999999998
57,Male,Married,35255.55,462.41999999999985
57,Male,Married,37108.2,330.04
