age,gender,relationshipStatus,totalIncome,currencyAmount
55,Female,Married,71873.85,69.93
55,Female,Married,79245.35,62.93000000000001
55,Female,Married,101841.7,59.940000000000005
55,Female,Married,103574.75,53.940000000000005
55,Male,Married,11578.2,53.940000000000005
55,Male,Married,16678.45,69.93
55,Male,Married,23650.9,59.940000000000005
55,Male,Married,30901.65,59.940000000000005
55,Male,Married,37017.35,69.93
55,Male,Married,37086.35,65.94
55,Male,Married,75402.05,53.940000000000005
55,Male,Married,108312.75,65.94
55,Other,Married,35202.65,53.940000000000005
56,Female,Married,31122.45,53.940000000000005
56,Female,Married,34938.15,59.940000000000005
56,Female,Married,40942.3,59.940000000000005
56,Female,Married,45457.2,65.94
56,Female,Married,54622.7,65.94
56,Female,Married,86305.2,65.94
56,Male,Married,26823.75,53.940000000000005
56,Male,Married,29622.85,65.94
56,Male,Married,29741.3,65.94
56,Other,Married,36919.6,65.94
56,Other,Married,54644.55,59.940000000000005
57,Male,Married,44010.5,65.94
57,Male,Married,47918.2,65.94
57,Male,Married,155597.3,53.940000000000005
57,Other,Married,40062.55,59.940000000000005
58,Male,Married,18824.35,65.94
58,Male,Married,32938.3,59.940000000000005
58,Male,Married,43326.25,59.940000000000005
58,Male,Married,47363.9,53.940000000000005
58,Male,Married,48942.85,76.92999999999999
58,Male,Married,52902.3,53.940000000000005
58,Male,Married,59195.1,53.940000000000005
58,Male,Married,255379.35,65.94
59,Male,Married,25641.55,59.940000000000005
59,Male,Married,43656.3,65.94
59,Male,Married,43997.85,62.93000000000001
59,Male,Married,56384.5,65.94
59,Male,Married,71633.5,59.940000000000005
60,Male,Married,36057.1,59.940000000000005
61,Male,Married,17799.7,53.940000000000005
61,Male,Married,26846.05,53.940000000000005
62,Male,Married,33592.95,65.94
62,Male,Married,35365.65,62.93000000000001
63,Male,Married,27404.65,65.94
63,Other,Married,195165.15,65.94
66,Male,Married,37338.8,62.93000000000001
67,Male,Married,29803.4,59.940000000000005
71,Male,Married,20742.3,65.94
71,Other,Married,38800.85,59.940000000000005
72,Male,Married,61101.15,53.940000000000005
