age,gender,relationshipStatus,totalIncome,currencyAmount
42,Other,Married,62021.3,733.9300000000001
43,Male,Married,12247.4,617.9399999999999
43,Male,Married,29620.8,819.9599999999999
43,Male,Married,33038.5,145.07
43,Male,Married,60355.9,908.22
43,Other,Married,38999.4,607.2199999999999
43,Other,Married,54285.0,313.18
44,Male,Married,40153.3,564.47
44,Male,Married,41218.1,595.51
44,Male,Married,64035.4,454.7900000000001
45,Male,Married,24308.9,882.19
45,Male,Married,32018.8,946.3000000000001
45,Male,Married,73510.8,449.03
45,Other,Married,54184.9,261.43
46,Male,Married,36720.2,1171.4
46,Male,Married,67903.0,649.5699999999999
47,Female,Married,60020.4,359.27000000000004
47,Male,Married,67106.6,890.5699999999999
47,Other,Married,22767.8,378.95000000000005
47,Other,Married,25929.2,1142.73
47,Other,Married,29011.4,1082.69
48,Male,Married,49523.1,412.51
48,Male,Married,60148.0,1266.91
49,Female,Married,41974.9,656.49
49,Female,Married,132161.7,767.43
49,Male,Married,29108.2,275.12
49,Male,Married,31802.1,626.28
49,Male,Married,34458.6,1055.46
49,Male,Married,38399.9,252.02
49,Male,Married,43068.3,781.28
49,Male,Married,47690.5,1091.7700000000002
49,Male,Married,98451.1,1047.43
50,Female,Married,34499.3,865.83
50,Female,Married,56691.8,188.24
50,Male,Married,18503.1,808.35
50,Male,Married,25973.2,1188.71
50,Male,Married,39952.0,175.42
50,Male,Married,40404.1,277.46
50,Male,Married,42083.8,287.51
51,Female,Married,14631.45,133.63
51,Female,Married,15119.05,129.25
51,Female,Married,16909.6,931.23
51,Female,Married,18344.8,434.72999999999996
51,Female,Married,19498.25,672.16
51,Female,Married,25273.55,605.76
51,Female,Married,28529.2,270.44
51,Female,Married,29369.85,233.16
51,Female,Married,29486.0,647.32
51,Female,Married,30963.75,164.3
51,Female,Married,34148.1,592.01
51,Female,Married,36331.95,111.59
51,Female,Married,36878.6,1232.2
51,Female,Married,38366.3,295.58
51,Female,Married,41149.3,904.9000000000001
51,Female,Married,43333.15,286.56
51,Female,Married,45296.2,319.59000000000003
51,Female,Married,45667.65,1026.27
51,Female,Married,50994.45,110.44
51,Female,Married,58660.35,1026.21
51,Female,Married,61584.8,965.4
51,Female,Married,66494.15,686.26
51,Female,Married,73313.65,579.1700000000001
51,Female,Married,75709.1,1053.84
51,Female,Married,87322.95,182.7
51,Female,Married,93764.1,166.31
51,Female,Married,96062.95,668.6899999999999
51,Male,Married,53050.8,690.27
51,Male,Married,55256.3,245.15
51,Male,Married,61630.8,230.82999999999998
51,Male,Married,67064.8,305.91999999999996
51,Male,Married,75977.05,311.4
51,Male,Married,80925.5,490.82000000000005
51,Male,Married,94108.3,1349.8799999999999
51,Other,Married,20768.0,422.06
51,Other,Married,70627.25,999.43
52,Female,Married,13152.55,774.49
52,Female,Married,14018.5,519.48
52,Female,Married,14273.8,642.11
52,Female,Married,26500.6,553.6800000000001
52,Female,Married,26651.25,188.43
52,Female,Married,27916.25,1281.0
52,Female,Married,30564.7,774.1199999999999
52,Female,Married,32241.4,307.07
52,Female,Married,32792.25,627.1600000000001
52,Female,Married,34978.4,199.66
52,Female,Married,39123.0,114.54
52,Female,Married,39857.85,559.56
52,Female,Married,40228.15,156.78
52,Female,Married,40797.4,100.04
52,Female,Married,40816.95,312.91
52,Female,Married,40995.2,415.18999999999994
52,Female,Married,43593.05,164.34
52,Female,Married,45320.35,182.5
52,Female,Married,46491.05,134.55
52,Female,Married,47230.5,530.55
52,Female,Married,47618.05,323.82
52,Female,Married,53216.25,173.48
52,Female,Married,53734.9,439.93
52,Female,Married,54749.2,761.88
52,Female,Married,55086.15,474.85
52,Female,Married,57345.9,168.15
52,Female,Married,61955.1,384.93
52,Female,Married,64368.95,320.86
52,Female,Married,66840.3,297.37
52,Female,Married,77929.75,194.01
52,Female,Married,101765.8,736.02
52,Female,Married,102958.35,512.94
52,Female,Married,110486.25,636.58
52,Female,Married,130531.9,676.84
52,Female,Married,173923.7,306.64
52,Male,Married,15667.6,868.23
52,Male,Married,20102.0,602.39
52,Male,Married,35355.6,219.81
52,Male,Married,35700.6,415.38
52,Male,Married,37004.7,598.87
52,Male,Married,39748.6,483.9
52,Male,Married,40244.25,572.57
52,Male,Married,40273.0,715.7
52,Male,Married,40557.05,137.86
52,Male,Married,42446.5,645.6199999999999
52,Male,Married,44103.65,281.78
52,Male,Married,50345.85,624.23
52,Male,Married,189150.85,130.34
52,Other,Married,23113.85,386.90999999999997
52,Other,Married,28127.85,494.95
52,Other,Married,34803.6,592.25
52,Other,Married,36290.55,165.77
52,Other,Married,79086.65,956.28
53,Female,Married,15513.5,186.31
53,Female,Married,18513.85,139.65
53,Female,Married,19495.95,647.03
53,Female,Married,25662.25,726.24
53,Female,Married,27695.45,591.53
53,Female,Married,28845.45,527.35
53,Female,Married,29541.2,137.63
53,Female,Married,30351.95,528.1
53,Female,Married,31253.55,264.65
53,Female,Married,32477.15,456.93999999999994
53,Female,Married,35086.5,113.57
53,Female,Married,35255.55,1067.6399999999999
53,Female,Married,36111.15,631.15
53,Female,Married,36947.2,610.12
53,Female,Married,37502.65,297.69
53,Female,Married,37755.65,229.95
53,Female,Married,39141.4,724.3
53,Female,Married,42433.85,864.8200000000002
53,Female,Married,45121.4,582.23
53,Female,Married,45473.3,634.91
53,Female,Married,46775.1,1131.1899999999998
53,Female,Married,49918.05,107.03
53,Female,Married,51874.2,846.87
53,Female,Married,56148.75,817.8000000000001
53,Female,Married,64035.45,296.66999999999996
53,Female,Married,72954.85,364.46
53,Female,Married,80489.65,586.28
53,Female,Married,93453.6,676.3100000000001
53,Female,Married,95529.35,632.21
53,Male,Married,18566.75,679.29
53,Male,Married,21569.4,317.90999999999997
53,Male,Married,25866.95,268.76
53,Male,Married,28235.95,508.27
53,Male,Married,30075.95,417.14
53,Male,Married,30801.6,346.58
53,Male,Married,32304.65,898.26
53,Male,Married,36014.55,270.91999999999996
53,Male,Married,36051.35,595.73
53,Male,Married,36497.55,284.09000000000003
53,Male,Married,40539.8,381.01
53,Male,Married,40762.9,921.78
53,Male,Married,41610.45,549.79
53,Male,Married,48199.95,907.99
53,Male,Married,62971.7,319.2
53,Male,Married,66330.85,197.5
53,Male,Married,66971.4,407.56
53,Male,Married,71957.8,815.3000000000001
53,Male,Married,80275.75,407.07
53,Male,Married,95798.45,564.77
53,Male,Married,142665.55,480.5
53,Other,Married,28318.75,918.6500000000001
53,Other,Married,32302.35,412.82
53,Other,Married,36509.05,585.03
53,Other,Married,38073.05,388.03
53,Other,Married,44776.4,451.40999999999997
53,Other,Married,44973.05,132.13
53,Other,Married,59415.9,840.95
53,Other,Married,125385.65,454.09000000000003
54,Female,Married,25302.3,290.32
54,Female,Married,25520.8,454.65999999999997
54,Female,Married,28447.55,771.53
54,Female,Married,29396.3,167.77
54,Female,Married,30401.4,273.15
54,Female,Married,31722.75,1045.1899999999998
54,Female,Married,33892.8,516.3199999999999
54,Female,Married,35820.2,878.5
54,Female,Married,36065.15,756.01
54,Female,Married,40278.75,328.57000000000005
54,Female,Married,40651.35,1057.79
54,Female,Married,41359.75,446.77000000000004
54,Female,Married,43769.0,586.4300000000001
54,Female,Married,46631.35,464.68
54,Female,Married,48203.4,759.01
54,Female,Married,65600.6,555.37
54,Female,Married,71918.7,233.0
54,Female,Married,84516.95,367.76
54,Male,Married,16992.4,264.63
54,Male,Married,29558.45,1109.13
54,Male,Married,29808.0,706.91
54,Male,Married,32512.8,106.63
54,Male,Married,33455.8,436.39
54,Male,Married,38269.7,542.6
54,Male,Married,48095.3,400.69
54,Male,Married,51224.45,170.21
54,Male,Married,51984.6,502.08000000000004
54,Male,Married,67319.85,384.52
54,Male,Married,85361.05,319.93
54,Male,Married,89847.2,763.57
54,Male,Married,92602.6,281.48
54,Other,Married,25398.9,101.83
54,Other,Married,33371.85,240.42
54,Other,Married,37946.55,1023.22
54,Other,Married,71258.6,323.18
54,Other,Married,79428.2,453.62
55,Female,Married,16808.4,1097.97
55,Female,Married,18808.25,917.5799999999999
55,Female,Married,19909.95,362.88
55,Female,Married,23300.15,286.71999999999997
55,Female,Married,23573.85,807.1599999999999
55,Female,Married,25163.15,779.84
55,Female,Married,26232.65,100.51
55,Female,Married,26843.3,850.3
55,Female,Married,27778.25,540.3199999999999
55,Female,Married,29228.4,967.72
55,Female,Married,30502.6,656.5
55,Female,Married,30541.7,385.77
55,Female,Married,33315.5,826.92
55,Female,Married,33343.1,479.84000000000003
55,Female,Married,35337.2,444.71999999999997
55,Female,Married,35674.15,727.65
55,Female,Married,35771.9,437.95000000000005
55,Female,Married,37067.95,293.58
55,Female,Married,39929.15,465.81
55,Female,Married,40661.7,607.4
55,Female,Married,42171.65,468.5
55,Female,Married,42730.55,733.26
55,Female,Married,43938.05,193.44
55,Female,Married,44717.75,540.96
55,Female,Married,46911.95,700.59
55,Female,Married,51763.8,180.12
55,Female,Married,54434.1,954.0100000000001
55,Female,Married,57333.25,749.3599999999999
55,Female,Married,59925.35,338.77
55,Female,Married,60120.85,302.86
55,Female,Married,71873.85,562.06
55,Female,Married,101841.7,338.62
55,Female,Married,103574.75,450.23
55,Female,Married,109313.25,312.39
55,Female,Married,115234.6,595.93
55,Male,Married,11578.2,572.98
55,Male,Married,16678.45,365.88
55,Male,Married,24714.65,897.75
55,Male,Married,30901.65,523.73
55,Male,Married,32248.3,146.94
55,Male,Married,34746.1,625.4
55,Male,Married,37017.35,232.95999999999998
55,Male,Married,37086.35,791.6800000000001
55,Male,Married,38773.4,743.05
55,Male,Married,38979.25,145.45
55,Male,Married,45115.65,386.74
55,Male,Married,48573.7,602.24
55,Male,Married,48669.15,351.09000000000003
55,Male,Married,57514.95,512.53
55,Male,Married,72331.55,795.06
55,Male,Married,73057.2,714.77
55,Male,Married,75402.05,186.89
55,Male,Married,107825.15,435.73
55,Male,Married,108312.75,335.12
55,Male,Married,119099.75,417.40999999999997
55,Other,Married,17230.45,253.63
55,Other,Married,27556.3,634.72
55,Other,Married,33094.7,486.27
55,Other,Married,34316.0,544.55
55,Other,Married,35202.65,572.87
55,Other,Married,36123.8,580.09
55,Other,Married,68129.45,554.2
55,Other,Married,75274.4,110.67
55,Other,Married,116028.1,534.91
56,Female,Married,14082.9,109.54
56,Female,Married,19715.6,593.18
56,Female,Married,24831.95,634.61
56,Female,Married,27585.05,629.3299999999999
56,Female,Married,28437.2,910.42
56,Female,Married,31102.9,798.29
56,Female,Married,31122.45,641.42
56,Female,Married,34938.15,531.49
56,Female,Married,35111.8,823.09
56,Female,Married,35176.2,933.3299999999999
56,Female,Married,40599.6,257.16999999999996
56,Female,Married,40942.3,615.01
56,Female,Married,43230.8,669.08
56,Female,Married,45457.2,702.4100000000001
56,Female,Married,48183.85,134.15
56,Female,Married,53613.0,710.89
56,Female,Married,54622.7,223.04000000000002
56,Female,Married,61684.85,287.04
56,Female,Married,75571.1,293.45
56,Female,Married,81184.25,797.58
56,Female,Married,86305.2,569.77
56,Female,Married,97041.6,784.81
56,Female,Married,97386.6,780.8999999999999
56,Male,Married,19812.2,722.3399999999999
56,Male,Married,26823.75,569.0500000000001
56,Male,Married,29741.3,680.84
56,Male,Married,31765.3,718.2800000000001
56,Male,Married,32223.0,670.98
56,Male,Married,33026.85,482.42
56,Male,Married,33951.45,772.38
56,Male,Married,36258.35,526.49
56,Male,Married,37426.75,512.02
56,Male,Married,38791.8,406.04
56,Male,Married,47539.85,435.26
56,Male,Married,47727.3,586.24
56,Male,Married,56655.9,689.5300000000001
56,Male,Married,58646.55,274.14
56,Male,Married,65067.0,251.98000000000002
56,Male,Married,69464.6,488.6
56,Male,Married,94478.25,194.58
56,Other,Married,34298.75,267.63
56,Other,Married,36919.6,723.3599999999999
56,Other,Married,44584.35,318.84
56,Other,Married,54644.55,167.35
57,Male,Married,16604.85,837.63
57,Male,Married,19688.0,706.04
57,Male,Married,22638.9,992.1999999999999
57,Male,Married,26584.55,984.6299999999999
57,Male,Married,30983.3,763.4599999999999
57,Male,Married,34060.7,969.5
57,Male,Married,34869.15,340.68
57,Male,Married,37108.2,187.88
57,Male,Married,44010.5,850.39
57,Male,Married,47918.2,646.55
57,Male,Married,49187.8,110.01
57,Male,Married,155597.3,311.96000000000004
57,Other,Married,24350.1,155.1
57,Other,Married,40062.55,844.3600000000001
57,Other,Married,77067.25,599.02
58,Male,Married,18824.35,942.0
58,Male,Married,27065.25,373.65999999999997
58,Male,Married,28363.6,405.56
58,Male,Married,32938.3,1089.61
58,Male,Married,34874.9,778.92
58,Male,Married,36166.35,687.1999999999999
58,Male,Married,39841.75,672.4799999999999
58,Male,Married,43326.25,891.6999999999999
58,Male,Married,45390.5,105.8
58,Male,Married,50304.45,493.22
58,Male,Married,52902.3,686.55
58,Male,Married,54740.0,186.29
58,Male,Married,59195.1,420.0
58,Male,Married,90851.15,104.37
58,Male,Married,255379.35,224.56
59,Male,Married,18685.2,700.1800000000001
59,Male,Married,25641.55,1132.8200000000002
59,Male,Married,43656.3,347.15
59,Male,Married,43997.85,875.85
59,Male,Married,45075.4,537.6200000000001
59,Male,Married,50772.5,438.62999999999994
59,Male,Married,51237.1,167.86
59,Male,Married,53494.55,424.40999999999997
59,Male,Married,71633.5,396.57
59,Male,Married,102091.25,471.40999999999997
60,Male,Married,19508.6,860.91
60,Male,Married,26083.15,837.4499999999999
60,Male,Married,36057.1,641.95
60,Male,Married,36389.45,700.58
60,Male,Married,49277.5,299.36
60,Other,Married,30481.9,295.38
60,Other,Married,39395.55,568.26
61,Male,Married,17799.7,1018.92
61,Male,Married,26846.05,353.5
61,Male,Married,30292.15,347.46999999999997
61,Male,Married,57345.9,685.03
62,Male,Married,27539.55,683.8900000000001
62,Male,Married,33592.95,922.5899999999999
62,Male,Married,35365.65,734.91
62,Male,Married,37649.45,602.18
62,Male,Married,43436.85,443.6
62,Male,Married,71309.85,785.2
63,Male,Married,27404.65,1107.16
63,Male,Married,58246.4,301.08
65,Male,Married,16246.9,569.24
65,Male,Married,28310.95,284.84000000000003
65,Male,Married,30563.4,938.52
65,Male,Married,33824.75,610.71
65,Male,Married,40116.6,400.07
67,Male,Married,29803.4,181.35
70,Other,Married,54079.7,588.46
71,Male,Married,20742.3,429.78999999999996
71,Other,Married,38800.85,257.03999999999996
72,Male,Married,23375.1,488.46000000000004
72,Male,Married,55710.9,296.89
72,Male,Married,61101.15,762.6599999999999
75,Male,Married,28849.1,1013.33
75,Male,Married,33000.1,263.42
77,Male,Married,7952.7,218.95
