age,gender,relationshipStatus,totalIncome,currencyAmount
34,Female,Married,41670.0,199.92999999999998
34,Male,Married,49976.0,142.48999999999998
34,Other,Married,42166.0,143.98
35,Female,Married,21061.0,140.04
35,Female,Married,26352.0,126.02
35,Female,Married,28216.0,151.29
35,Female,Married,33469.0,319.56999999999994
35,Female,Married,34008.0,178.73
35,Female,Married,34020.0,145.32
35,Female,Married,34286.0,150.60999999999999
35,Female,Married,37957.0,159.55
35,Female,Married,38096.0,154.27999999999997
35,Female,Married,42800.0,175.04999999999995
35,Female,Married,51404.0,176.20999999999995
35,Female,Married,52910.0,130.85999999999999
35,Female,Married,69396.0,135.71000000000004
35,Female,Married,72498.0,147.98000000000005
35,Female,Married,87523.0,161.28
35,Female,Married,90590.0,173.61999999999998
35,Female,Single,15947.0,195.60000000000008
35,Female,Single,17462.0,190.84000000000003
35,Male,Married,28264.0,143.01999999999998
35,Other,Married,21234.0,186.89000000000004
35,Other,Married,32962.0,162.22000000000003
35,Other,Married,54139.0,163.69
35,Other,Married,56083.0,178.90000000000006
36,Female,Married,21131.0,143.04999999999998
36,Female,Married,25475.0,148.85000000000005
36,Female,Married,25560.0,109.06000000000002
36,Female,Married,28109.0,160.6
36,Female,Married,30548.0,137.76
36,Female,Married,32891.0,143.48000000000002
36,Female,Married,34414.0,199.01999999999992
36,Female,Married,36139.0,169.04
36,Female,Married,45883.0,172.34
36,Male,Married,22410.0,179.60999999999999
36,Male,Married,25930.0,169.76000000000002
36,Male,Married,26475.0,213.95999999999995
36,Male,Married,32637.0,174.45000000000005
36,Male,Married,35061.0,177.13
36,Male,Married,40683.0,168.98
36,Male,Married,74916.0,152.17000000000002
36,Other,Married,23124.0,147.02
36,Other,Married,44935.0,177.43000000000006
36,Other,Married,65094.0,146.23999999999998
36,Other,Married,76054.0,151.70000000000005
37,Female,Married,17723.0,189.07
37,Male,Married,17636.0,137.74
37,Male,Married,30717.0,201.12999999999997
37,Male,Married,31174.0,196.72000000000006
37,Male,Married,34967.0,289.66999999999985
37,Male,Married,63981.0,177.20999999999998
37,Male,Single,15544.0,162.35000000000002
37,Other,Single,38209.0,127.40999999999998
38,Female,Married,34451.0,131.01999999999998
38,Female,Married,38296.0,159.35999999999999
38,Male,Married,21928.0,133.79000000000002
38,Male,Married,33984.0,151.71999999999997
38,Male,Married,38096.0,187.29999999999993
38,Male,Single,36144.0,149.09000000000003
39,Female,Married,20723.0,125.66999999999999
39,Female,Married,42612.0,163.93
39,Female,Married,65320.0,165.0
39,Male,Married,20956.0,161.91000000000005
39,Male,Married,48462.0,195.09
40,Male,Married,34738.0,174.23000000000005
40,Male,Married,38400.0,152.23
40,Male,Married,71419.0,197.60999999999996
41,Male,Married,118728.5,186.47
42,Male,Married,36595.9,177.95
42,Male,Married,41816.5,183.8
42,Male,Married,104083.1,143.14000000000001
43,Male,Married,29620.8,120.36
43,Male,Married,33038.5,168.39000000000001
43,Male,Married,60355.9,135.57000000000002
43,Other,Married,38999.4,183.37999999999997
45,Other,Married,54184.9,134.1
46,Male,Married,36720.2,178.50000000000003
46,Male,Married,37765.2,149.54
47,Female,Married,20106.9,174.69
47,Female,Married,60020.4,151.24
47,Other,Married,25929.2,185.57000000000002
49,Female,Married,27742.0,320.9
49,Female,Married,41974.9,156.40999999999997
49,Male,Married,31802.1,151.38
49,Male,Married,34458.6,175.26999999999998
49,Male,Married,43068.3,162.18
49,Male,Married,98451.1,172.68999999999997
50,Male,Married,25973.2,173.23000000000005
50,Male,Married,40404.1,112.63999999999999
51,Female,Married,14631.45,192.87999999999997
51,Female,Married,15119.05,134.11000000000004
51,Female,Married,16909.6,116.94
51,Female,Married,19498.25,145.77
51,Female,Married,23830.3,186.41000000000003
51,Female,Married,25273.55,173.20999999999995
51,Female,Married,29369.85,172.49
51,Female,Married,34148.1,131.85
51,Female,Married,34393.05,185.16999999999996
51,Female,Married,38366.3,192.28000000000006
51,Female,Married,45296.2,144.42999999999998
51,Female,Married,73313.65,105.49
51,Female,Married,93764.1,208.07999999999998
51,Female,Married,96062.95,177.09
51,Male,Married,53050.8,133.22000000000003
51,Male,Married,55256.3,142.71
51,Male,Married,80925.5,148.27000000000004
51,Other,Married,72151.0,156.13
52,Female,Married,26651.25,143.29
52,Female,Married,27916.25,122.86
52,Female,Married,32241.4,130.20999999999998
52,Female,Married,40816.95,171.59
52,Female,Married,47230.5,170.52999999999997
52,Female,Married,64368.95,151.93
52,Female,Married,77929.75,115.00000000000001
52,Female,Married,101765.8,157.20999999999998
52,Female,Married,130531.9,143.4
52,Female,Married,173923.7,127.97000000000001
52,Male,Married,37004.7,123.50000000000003
52,Male,Married,39748.6,144.50000000000006
52,Male,Married,40244.25,193.13000000000002
52,Male,Married,40273.0,166.38
52,Male,Married,42446.5,175.14000000000001
52,Male,Married,189150.85,135.59
52,Other,Married,36290.55,201.62000000000003
53,Female,Married,18513.85,126.48999999999998
53,Female,Married,19495.95,166.64000000000001
53,Female,Married,25662.25,198.43999999999997
53,Female,Married,27695.45,157.57999999999998
53,Female,Married,29541.2,184.41
53,Female,Married,30351.95,182.95
53,Female,Married,35255.55,127.27
53,Female,Married,36111.15,142.52
53,Female,Married,37502.65,172.65
53,Female,Married,45121.4,146.61999999999998
53,Female,Married,45473.3,145.68999999999997
53,Female,Married,46775.1,161.24
53,Female,Married,49918.05,122.96999999999997
53,Female,Married,51874.2,135.76
53,Female,Married,58012.9,148.90999999999997
53,Female,Married,80489.65,147.58
53,Female,Married,93453.6,330.13000000000005
53,Female,Married,95529.35,220.13000000000005
53,Male,Married,18566.75,150.85999999999999
53,Male,Married,21569.4,132.27
53,Male,Married,28235.95,129.61
53,Male,Married,36051.35,162.42
53,Male,Married,36497.55,158.67000000000002
53,Male,Married,40539.8,160.72
53,Male,Married,40762.9,176.14000000000001
53,Male,Married,66330.85,104.55000000000001
53,Male,Married,80275.75,145.98999999999998
53,Male,Married,142665.55,147.46999999999997
53,Other,Married,28318.75,201.21
53,Other,Married,38073.05,349.09
53,Other,Married,44776.4,294.41999999999996
53,Other,Married,44973.05,153.84000000000003
53,Other,Married,59415.9,161.83999999999997
54,Female,Married,28447.55,174.99999999999997
54,Female,Married,36065.15,131.39
54,Female,Married,40278.75,168.23
54,Female,Married,40651.35,144.97000000000003
54,Female,Married,43769.0,180.02000000000004
54,Female,Married,48203.4,177.05999999999997
54,Female,Married,65600.6,184.8799999999999
54,Female,Married,84516.95,140.40999999999997
54,Male,Married,16992.4,147.27
54,Male,Married,29808.0,152.56
54,Male,Married,67319.85,128.84000000000003
54,Male,Married,89847.2,190.07999999999998
55,Female,Married,14797.05,142.66999999999996
55,Female,Married,19909.95,173.54999999999998
55,Female,Married,23573.85,114.63999999999999
55,Female,Married,27778.25,175.53
55,Female,Married,28469.4,179.97999999999996
55,Female,Married,29228.4,332.63000000000017
55,Female,Married,33343.1,181.44
55,Female,Married,37067.95,334.6499999999998
55,Female,Married,40661.7,139.34000000000003
55,Female,Married,41840.45,181.13999999999996
55,Female,Married,43938.05,147.21
55,Female,Married,44717.75,204.92
55,Female,Married,46911.95,190.68000000000006
55,Female,Married,51763.8,188.89999999999998
55,Female,Married,59925.35,145.93
55,Female,Married,71600.15,150.91999999999996
55,Female,Married,101841.7,152.26000000000002
55,Female,Married,115234.6,147.17000000000002
55,Male,Married,16678.45,170.48000000000005
55,Male,Married,23650.9,174.93000000000004
55,Male,Married,34746.1,142.26000000000002
55,Male,Married,37017.35,151.76
55,Male,Married,38773.4,93.9
55,Male,Married,48573.7,165.84000000000003
55,Male,Married,73057.2,110.44
55,Male,Married,108312.75,166.33
55,Male,Married,119099.75,145.11999999999998
55,Other,Married,17230.45,181.38999999999996
55,Other,Married,75274.4,149.45000000000002
56,Female,Married,12273.95,142.14000000000001
56,Female,Married,19715.6,185.90999999999997
56,Female,Married,24831.95,166.59
56,Female,Married,27585.05,320.67000000000013
56,Female,Married,28437.2,157.02000000000004
56,Female,Married,34938.15,194.54
56,Female,Married,48183.85,300.11
56,Female,Married,86305.2,187.31
56,Male,Married,19812.2,145.20999999999998
56,Male,Married,26823.75,159.21999999999997
56,Male,Married,29741.3,137.57
56,Male,Married,31765.3,185.38999999999996
56,Male,Married,32223.0,284.9099999999999
56,Male,Married,33951.45,133.46999999999997
56,Male,Married,36258.35,148.31
56,Male,Married,38791.8,163.34
56,Male,Married,56655.9,195.47
56,Male,Married,69464.6,168.07999999999998
56,Male,Married,94478.25,276.09999999999997
56,Other,Married,34298.75,157.97000000000003
56,Other,Married,44584.35,150.53999999999996
56,Other,Married,54644.55,205.74000000000007
57,Male,Married,16604.85,133.91000000000003
57,Male,Married,19688.0,138.41
57,Male,Married,26584.55,170.89000000000001
57,Male,Married,30983.3,135.77
57,Male,Married,37108.2,172.46999999999994
57,Male,Married,47918.2,144.45000000000005
58,Male,Married,12024.4,181.75000000000003
58,Male,Married,28363.6,192.51
58,Male,Married,32938.3,345.18999999999994
58,Male,Married,43326.25,186.99999999999994
58,Male,Married,141140.65,181.76
58,Male,Married,255379.35,145.13
59,Male,Married,18685.2,175.89000000000004
59,Male,Married,25641.55,314.62000000000006
59,Male,Married,26750.15,168.64
59,Male,Married,43656.3,167.14
60,Male,Married,26083.15,150.95000000000002
60,Other,Married,39395.55,123.07
61,Male,Married,17799.7,142.46
61,Male,Married,26846.05,125.35000000000001
61,Male,Married,30292.15,140.13000000000005
62,Male,Married,35365.65,183.52
62,Male,Married,37649.45,197.57000000000005
62,Male,Married,43436.85,118.88000000000002
62,Male,Married,71309.85,234.46999999999997
63,Male,Married,27404.65,166.99
65,Male,Married,16246.9,116.33
65,Male,Married,33824.75,167.7
66,Male,Married,37338.8,152.32999999999998
71,Male,Married,20742.3,162.41
72,Male,Married,23375.1,211.49999999999997
75,Male,Married,28849.1,173.9
75,Male,Married,33000.1,134.81
