age,gender,relationshipStatus,totalIncome,currencyAmount
56,Female,Married,31102.9,252.82
56,Female,Married,33370.7,1003.98
56,Female,Married,35111.8,397.05
56,Female,Married,40942.3,408.54999999999995
56,Female,Married,41263.15,471.0799999999999
56,Female,Married,43230.8,374.53999999999996
56,Female,Married,45457.2,306.38
56,Female,Married,75571.1,922.77
56,Male,Married,26823.75,284.46
56,Male,Married,29622.85,354.64000000000004
56,Male,Married,29741.3,743.6099999999999
56,Male,Married,32223.0,504.45000000000005
56,Male,Married,33026.85,222.52
56,Male,Married,58646.55,1299.03
56,Male,Married,65067.0,799.72
56,Male,Married,67217.5,1473.0199999999998
56,Male,Married,69464.6,1059.6599999999999
56,Male,Married,123393.85,1741.7399999999998
57,Male,Married,37108.2,278.29
57,Male,Married,38942.45,936.9399999999998
57,Male,Married,47368.5,1116.06
57,Male,Married,49187.8,519.06
57,Other,Married,77067.25,1415.4800000000002
58,Male,Married,32778.45,297.15
58,Male,Married,59195.1,413.33000000000004
58,Male,Married,68462.95,481.7
58,Male,Married,255379.35,1941.9
59,Male,Married,25641.55,684.54
59,Male,Married,51237.1,311.56
59,Male,Married,56384.5,1217.18
60,Male,Married,49277.5,201.84
62,Male,Married,27539.55,472.91999999999996
62,Male,Married,35365.65,120.53999999999999
65,Male,Married,30563.4,444.09999999999997
66,Male,Married,37338.8,283.9
67,Male,Married,29803.4,465.05000000000007
75,Male,Married,33000.1,430.28000000000003
